fecha,valor
2026-02-23,46635.0
2026-02-24,46663.0
2026-02-25,46905.0
2026-02-26,46158.0
2026-02-27,45566.0
2026-03-02,46519.0
2026-03-03,46137.0
2026-03-04,46210.0
2026-03-05,45825.0
2026-03-06,46011.0
2026-03-09,45767.0
2026-03-10,46054.0
2026-03-11,45770.0
2026-03-12,45766.0
2026-03-13,45661.0
2026-03-16,44790.0
2026-03-17,44722.0
2026-03-18,44495.0
2026-03-19,43713.0
2026-03-20,43806.0
2026-03-25,43841.0
2026-03-26,43534.0
2026-03-27,43713.0
2026-03-30,43381.0
2026-03-31,42052.0
2026-04-01,44445.0
2026-04-06,44248.0
2026-04-07,44445.0
2026-04-08,44759.0
2026-04-09,45154.0
2026-04-10,45435.0
2026-04-13,45408.0
2026-04-14,45875.0
2026-04-15,45622.0
2026-04-16,45629.0
2026-04-17,45793.0
2026-04-20,45747.0
2026-04-21,45781.0
2026-04-22,45843.0
2026-04-23,46130.0
2026-04-24,46174.0
2026-04-27,46089.0
2026-04-28,45818.0
2026-04-29,45207.0
2026-04-30,44516.0
2026-05-04,45657.0
2026-05-05,45906.0
2026-05-06,45678.0
2026-05-07,45953.0
2026-05-08,46061.0
2026-05-11,46144.0
2026-05-12,46186.0
2026-05-13,46534.0
2026-05-14,46197.0
2026-05-15,46062.0
2026-05-18,46135.0
2026-05-19,46190.0
