fecha,valor
2026-06-19,43144287.0
2026-06-22,43380086.0
2026-06-23,43386638.0
2026-06-24,44249822.0
2026-06-25,44451195.0
2026-06-26,43761087.0
2026-06-29,44953461.0
2026-06-30,45711975.0
2026-07-01,46035751.0
2026-07-02,45099295.0
2026-07-03,45368949.0
2026-07-06,45569923.0
2026-07-07,45511522.0
2026-07-08,45827619.0
2026-07-13,46817025.0
2026-07-14,45312132.0
2026-07-15,45210224.0
2026-07-16,46019844.0
2026-07-17,45054096.0
2026-07-20,45661395.0
2026-07-21,45294415.0
2026-07-22,45839793.0
2026-07-23,45813184.0
2026-07-24,46087590.0
2026-07-27,46324059.0
2026-07-28,45044437.0
2026-07-29,44055898.0
2026-07-30,45706709.0
2026-07-31,46193622.0
2026-08-03,46439196.0
2026-08-04,45693033.0
2026-08-05,46530255.0
2026-08-06,46321735.0
2026-08-07,46189969.0
2026-08-10,46031628.0
2026-08-11,46138834.0
2026-08-12,46446862.0
2026-08-13,46636012.0
2026-08-14,46487398.0
2026-08-18,46427239.0
2026-08-19,47824170.0
2026-08-20,48175716.0
2026-08-21,46210440.0
2026-08-24,47076725.0
2026-08-25,45965061.0
2026-08-26,46038739.0
2026-08-27,45621808.0
2026-08-28,45776921.0
2026-08-31,47451537.0
2026-09-01,47216078.0
2026-09-02,46347290.0
2026-09-03,47282027.0
2026-09-04,47251329.0
2026-09-07,46768207.0
2026-09-08,45504286.0
2026-09-09,45715105.0
2026-09-10,45765350.0
2026-09-11,45878260.0
2026-09-14,46909045.0
2026-09-15,46310910.0
